id,nombre,name_en,categoria,category_en,modo,kcal,p,c,g,f,fe,mg,zn,pot,na,vitc,creat,ca,phos,sel,cu,mn,iod,vita,vitd,vite,vitk,b1,b2,b3,b6,b12,fol,leu,lys,met,val,iso,phe,thr,trp,his,sugar,sat,mono,poly,chol,caf,water
beans_dry_great_northern_412_0_moisture,"Frijoles, Dry, Great Northern, 412 (0% Moisture)","Beans, Dry, Great Northern, 412 (0% Moisture)",Legumbres,Legumes and Legume Products,crudo,100.42,22,0,1.38,4.3,3.44,179,3.36,1610,0,0,0,196,510,0,1.12,1.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beans_dry_great_northern_415_0_moisture,"Frijoles, Dry, Great Northern, 415 (0% Moisture)","Beans, Dry, Great Northern, 415 (0% Moisture)",Legumbres,Legumes and Legume Products,crudo,115.3,25.9,0,1.3,4.4,4.57,178,3.58,1690,0,0,0,205,473,0,1.01,1.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beans_dry_great_northern_418_0_moisture,"Frijoles, Dry, Great Northern, 418 (0% Moisture)","Beans, Dry, Great Northern, 418 (0% Moisture)",Legumbres,Legumes and Legume Products,crudo,115.75,25.9,0,1.35,4.2,5.09,176,3.69,1720,0,0,0,182,528,0,1.12,1.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beans_dry_great_northern_423_0_moisture,"Frijoles, Dry, Great Northern, 423 (0% Moisture)","Beans, Dry, Great Northern, 423 (0% Moisture)",Legumbres,Legumes and Legume Products,crudo,102.88,23.2,0,1.12,4.2,4.93,177,3.07,1510,0,0,0,224,497,0,0.934,2.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beans_dry_great_northern_429_0_moisture,"Frijoles, Dry, Great Northern, 429 (0% Moisture)","Beans, Dry, Great Northern, 429 (0% Moisture)",Legumbres,Legumes and Legume Products,crudo,106.87,24.4,0,1.03,4.3,5.82,175,3.62,1490,0,0,0,214,501,0,1.07,2.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beans_dry_great_northern_434_0_moisture,"Frijoles, Dry, Great Northern, 434 (0% Moisture)","Beans, Dry, Great Northern, 434 (0% Moisture)",Legumbres,Legumes and Legume Products,crudo,111.59,25.4,0,1.11,4.2,4.3,171,3.68,1530,0,0,0,189,521,0,1.27,1.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beans_dry_great_northern_438_0_moisture,"Frijoles, Dry, Great Northern, 438 (0% Moisture)","Beans, Dry, Great Northern, 438 (0% Moisture)",Legumbres,Legumes and Legume Products,crudo,110.6,24.5,0,1.4,4.2,4.41,166,3.64,1520,0,0,0,171,510,0,1.18,1.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beans_dry_great_northern_441_0_moisture,"Frijoles, Dry, Great Northern, 441 (0% Moisture)","Beans, Dry, Great Northern, 441 (0% Moisture)",Legumbres,Legumes and Legume Products,crudo,114.33,25.5,0,1.37,4.2,4.74,189,3.21,1580,0,0,0,218,499,0,1.31,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beans_dry_great_northern_444_0_moisture,"Frijoles, Dry, Great Northern, 444 (0% Moisture)","Beans, Dry, Great Northern, 444 (0% Moisture)",Legumbres,Legumes and Legume Products,crudo,107.8,23.8,0,1.4,4.6,4.74,186,3.1,1540,0,0,0,271,443,0,1.12,2.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beans_dry_great_northern_446_0_moisture,"Frijoles, Dry, Great Northern, 446 (0% Moisture)","Beans, Dry, Great Northern, 446 (0% Moisture)",Legumbres,Legumes and Legume Products,crudo,137.11,31.6,0,1.19,4.5,6.25,164,3.8,1540,0,0,0,163,572,0,1.62,2.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beans_dry_great_northern_447_0_moisture,"Frijoles, Dry, Great Northern, 447 (0% Moisture)","Beans, Dry, Great Northern, 447 (0% Moisture)",Legumbres,Legumes and Legume Products,crudo,112.18,25.3,0,1.22,4,5.52,191,3.51,1580,0,0,0,231,469,0,1.22,2.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beans_dry_great_northern_449_0_moisture,"Frijoles, Dry, Great Northern, 449 (0% Moisture)","Beans, Dry, Great Northern, 449 (0% Moisture)",Legumbres,Legumes and Legume Products,crudo,97.43,21.5,0,1.27,4.2,4.14,162,3.29,1530,0,0,0,126,460,0,0.904,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beans_dry_great_northern_453_0_moisture,"Frijoles, Dry, Great Northern, 453 (0% Moisture)","Beans, Dry, Great Northern, 453 (0% Moisture)",Legumbres,Legumes and Legume Products,crudo,113.65,25.6,0,1.25,4.4,5.39,198,3.6,1800,0,0,0,233,464,0,0.991,2.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beans_dry_great_northern_457_0_moisture,"Frijoles, Dry, Great Northern, 457 (0% Moisture)","Beans, Dry, Great Northern, 457 (0% Moisture)",Legumbres,Legumes and Legume Products,crudo,110.5,24.7,0,1.3,4.3,4.23,172,3.91,1600,0,0,0,201,540,0,1.21,1.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beans_dry_great_northern_458_0_moisture,"Frijoles, Dry, Great Northern, 458 (0% Moisture)","Beans, Dry, Great Northern, 458 (0% Moisture)",Legumbres,Legumes and Legume Products,crudo,115.64,26.3,0,1.16,4.5,5.48,194,4.09,1590,0,0,0,243,517,0,1.08,2.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beans_dry_great_northern_460_0_moisture,"Frijoles, Dry, Great Northern, 460 (0% Moisture)","Beans, Dry, Great Northern, 460 (0% Moisture)",Legumbres,Legumes and Legume Products,crudo,103.5,23.4,0,1.1,4.1,5.3,157,3.49,1440,0,0,0,235,493,0,1.03,2.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beans_dry_great_northern_467_0_moisture,"Frijoles, Dry, Great Northern, 467 (0% Moisture)","Beans, Dry, Great Northern, 467 (0% Moisture)",Legumbres,Legumes and Legume Products,crudo,99.94,22.6,0,1.06,4.1,4.85,170,3.43,1520,0,0,0,229,440,0,0.995,2.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beans_dry_great_northern_474_0_moisture,"Frijoles, Dry, Great Northern, 474 (0% Moisture)","Beans, Dry, Great Northern, 474 (0% Moisture)",Legumbres,Legumes and Legume Products,crudo,109.64,24.8,0,1.16,4.1,5.23,170,2.89,1440,0,0,0,198,495,0,1.21,1.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beans_dry_great_northern_485_0_moisture,"Frijoles, Dry, Great Northern, 485 (0% Moisture)","Beans, Dry, Great Northern, 485 (0% Moisture)",Legumbres,Legumes and Legume Products,crudo,112.84,25.6,0,1.16,4.2,5.05,158,3.51,1590,0,0,0,239,510,0,0.962,1.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beans_dry_great_northern_495_0_moisture,"Frijoles, Dry, Great Northern, 495 (0% Moisture)","Beans, Dry, Great Northern, 495 (0% Moisture)",Legumbres,Legumes and Legume Products,crudo,118.01,26.6,0,1.29,4.4,5.75,178,4.06,1680,0,0,0,166,519,0,1.14,1.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beans_dry_great_northern_501_0_moisture,"Frijoles, Dry, Great Northern, 501 (0% Moisture)","Beans, Dry, Great Northern, 501 (0% Moisture)",Legumbres,Legumes and Legume Products,crudo,108.56,24.8,0,1.04,4.4,5.2,172,3.22,1270,0,0,0,208,483,0,0.928,2.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beans_dry_great_northern_507_0_moisture,"Frijoles, Dry, Great Northern, 507 (0% Moisture)","Beans, Dry, Great Northern, 507 (0% Moisture)",Legumbres,Legumes and Legume Products,crudo,113.15,25.7,0,1.15,4.7,0,191,4.19,1710,0,0,0,271,502,0,1.18,2.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beans_dry_great_northern_514_0_moisture,"Frijoles, Dry, Great Northern, 514 (0% Moisture)","Beans, Dry, Great Northern, 514 (0% Moisture)",Legumbres,Legumes and Legume Products,crudo,105.19,23.8,0,1.11,4.4,4.96,148,3.41,1420,0,0,0,213,458,0,1,1.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beans_dry_great_northern_518_0_moisture,"Frijoles, Dry, Great Northern, 518 (0% Moisture)","Beans, Dry, Great Northern, 518 (0% Moisture)",Legumbres,Legumes and Legume Products,crudo,113.57,25.4,0,1.33,4.4,4.34,165,3.79,1580,0,0,0,204,519,0,1.11,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beans_dry_great_northern_519_0_moisture,"Frijoles, Dry, Great Northern, 519 (0% Moisture)","Beans, Dry, Great Northern, 519 (0% Moisture)",Legumbres,Legumes and Legume Products,crudo,112.41,25.2,0,1.29,4.4,5.14,184,3.58,1690,0,0,0,175,506,0,1.02,1.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beans_dry_great_northern_579_0_moisture,"Frijoles, Dry, Great Northern, 579 (0% Moisture)","Beans, Dry, Great Northern, 579 (0% Moisture)",Legumbres,Legumes and Legume Products,crudo,132.89,30.5,0,1.21,4.6,5.48,163,3.45,1540,0,0,0,154,614,0,1.29,1.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beans_dry_great_northern_581_0_moisture,"Frijoles, Dry, Great Northern, 581 (0% Moisture)","Beans, Dry, Great Northern, 581 (0% Moisture)",Legumbres,Legumes and Legume Products,crudo,129.03,29.4,0,1.27,4.5,6.51,158,3.2,1520,0,0,0,146,596,0,1.32,2.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beans_dry_great_northern_594_0_moisture,"Frijoles, Dry, Great Northern, 594 (0% Moisture)","Beans, Dry, Great Northern, 594 (0% Moisture)",Legumbres,Legumes and Legume Products,crudo,123.38,28.1,0,1.22,4.3,5.29,152,3.1,1490,0,0,0,175,520,0,1.36,2.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beans_dry_great_northern_616_0_moisture,"Frijoles, Dry, Great Northern, 616 (0% Moisture)","Beans, Dry, Great Northern, 616 (0% Moisture)",Legumbres,Legumes and Legume Products,crudo,111.78,25.2,0,1.22,4.5,3.81,201,3.68,1580,0,0,0,195,582,0,1.1,1.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beans_dry_great_northern_637_0_moisture,"Frijoles, Dry, Great Northern, 637 (0% Moisture)","Beans, Dry, Great Northern, 637 (0% Moisture)",Legumbres,Legumes and Legume Products,crudo,109.49,24.2,0,1.41,4.3,4.67,178,3.17,1500,0,0,0,170,426,0,1.08,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beans_dry_great_northern_638_0_moisture,"Frijoles, Dry, Great Northern, 638 (0% Moisture)","Beans, Dry, Great Northern, 638 (0% Moisture)",Legumbres,Legumes and Legume Products,crudo,106.39,24.1,0,1.11,4.2,5.29,167,2.87,1350,0,0,0,211,383,0,0.911,2.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beans_dry_great_northern_644_0_moisture,"Frijoles, Dry, Great Northern, 644 (0% Moisture)","Beans, Dry, Great Northern, 644 (0% Moisture)",Legumbres,Legumes and Legume Products,crudo,98.63,21.8,0,1.27,4.2,4.48,152,2.93,1430,0,0,0,171,413,0,0.925,1.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beans_dry_great_northern_648_0_moisture,"Frijoles, Dry, Great Northern, 648 (0% Moisture)","Beans, Dry, Great Northern, 648 (0% Moisture)",Legumbres,Legumes and Legume Products,crudo,112.02,24.9,0,1.38,4.3,4.6,181,2.88,1480,0,0,0,193,435,0,1.18,2.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beans_dry_great_northern_651_0_moisture,"Frijoles, Dry, Great Northern, 651 (0% Moisture)","Beans, Dry, Great Northern, 651 (0% Moisture)",Legumbres,Legumes and Legume Products,crudo,99.1,22.3,0,1.1,4.2,4.86,168,2.76,1390,0,0,0,200,387,0,0.862,2.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beans_dry_great_northern_655_0_moisture,"Frijoles, Dry, Great Northern, 655 (0% Moisture)","Beans, Dry, Great Northern, 655 (0% Moisture)",Legumbres,Legumes and Legume Products,crudo,103.25,23,0,1.25,4.4,4.94,207,3.55,1670,0,0,0,190,502,0,1.24,1.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beans_dry_great_northern_656_0_moisture,"Frijoles, Dry, Great Northern, 656 (0% Moisture)","Beans, Dry, Great Northern, 656 (0% Moisture)",Legumbres,Legumes and Legume Products,crudo,96.92,21.8,0,1.08,4.1,4.54,161,2.99,1460,0,0,0,154,418,0,1.01,1.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beans_dry_great_northern_658_0_moisture,"Frijoles, Dry, Great Northern, 658 (0% Moisture)","Beans, Dry, Great Northern, 658 (0% Moisture)",Legumbres,Legumes and Legume Products,crudo,104.9,23.3,0,1.3,4.2,4.88,152,2.79,1350,0,0,0,245,401,0,0.926,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beans_dry_great_northern_662_0_moisture,"Frijoles, Dry, Great Northern, 662 (0% Moisture)","Beans, Dry, Great Northern, 662 (0% Moisture)",Legumbres,Legumes and Legume Products,crudo,109.1,24.8,0,1.1,4.4,5.85,183,3.4,1540,0,0,0,209,480,0,1.26,1.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beans_dry_great_northern_666_0_moisture,"Frijoles, Dry, Great Northern, 666 (0% Moisture)","Beans, Dry, Great Northern, 666 (0% Moisture)",Legumbres,Legumes and Legume Products,crudo,102.65,22.4,0,1.45,4.2,4.03,164,3.28,1460,0,0,0,181,501,0,1.06,1.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beans_dry_great_northern_672_0_moisture,"Frijoles, Dry, Great Northern, 672 (0% Moisture)","Beans, Dry, Great Northern, 672 (0% Moisture)",Legumbres,Legumes and Legume Products,crudo,100.26,22.5,0,1.14,4,5.25,157,3.12,1390,0,0,0,225,412,0,0.959,2.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beans_dry_great_northern_675_0_moisture,"Frijoles, Dry, Great Northern, 675 (0% Moisture)","Beans, Dry, Great Northern, 675 (0% Moisture)",Legumbres,Legumes and Legume Products,crudo,111.58,24.7,0,1.42,4.4,4.45,184,3.48,1450,0,0,0,165,480,0,1.17,1.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beans_dry_great_northern_680_0_moisture,"Frijoles, Dry, Great Northern, 680 (0% Moisture)","Beans, Dry, Great Northern, 680 (0% Moisture)",Legumbres,Legumes and Legume Products,crudo,112.5,25.2,0,1.3,4.3,4.6,183,3.35,1570,0,0,0,157,463,0,1.06,1.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beans_dry_great_northern_683_0_moisture,"Frijoles, Dry, Great Northern, 683 (0% Moisture)","Beans, Dry, Great Northern, 683 (0% Moisture)",Legumbres,Legumes and Legume Products,crudo,107.28,24.3,0,1.12,4.3,3.82,194,3.4,1670,0,0,0,172,462,0,1.22,1.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beans_dry_great_northern_688_0_moisture,"Frijoles, Dry, Great Northern, 688 (0% Moisture)","Beans, Dry, Great Northern, 688 (0% Moisture)",Legumbres,Legumes and Legume Products,crudo,111.97,25,0,1.33,4.4,3.9,179,3.33,1460,0,0,0,198,427,0,1.09,1.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beans_dry_great_northern_689_0_moisture,"Frijoles, Dry, Great Northern, 689 (0% Moisture)","Beans, Dry, Great Northern, 689 (0% Moisture)",Legumbres,Legumes and Legume Products,crudo,104.77,23.2,0,1.33,4.4,3.29,170,3.22,1460,0,0,0,181,490,0,1.05,1.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beans_dry_great_northern_693_0_moisture,"Frijoles, Dry, Great Northern, 693 (0% Moisture)","Beans, Dry, Great Northern, 693 (0% Moisture)",Legumbres,Legumes and Legume Products,crudo,109.91,24.8,0,1.19,4.4,6.04,202,4.12,1460,0,0,0,232,531,0,1.12,1.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beans_dry_great_northern_694_0_moisture,"Frijoles, Dry, Great Northern, 694 (0% Moisture)","Beans, Dry, Great Northern, 694 (0% Moisture)",Legumbres,Legumes and Legume Products,crudo,117.48,26.4,0,1.32,4.7,5,206,4.12,1550,0,0,0,308,537,0,1.34,2.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beans_dry_great_northern_697_0_moisture,"Frijoles, Dry, Great Northern, 697 (0% Moisture)","Beans, Dry, Great Northern, 697 (0% Moisture)",Legumbres,Legumes and Legume Products,crudo,119.88,27,0,1.32,4.4,4.26,217,3.69,1680,0,0,0,214,531,0,1.29,1.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beans_dry_great_northern_706_0_moisture,"Frijoles, Dry, Great Northern, 706 (0% Moisture)","Beans, Dry, Great Northern, 706 (0% Moisture)",Legumbres,Legumes and Legume Products,crudo,113.73,25.8,0,1.17,4.4,5.24,195,4.07,1520,0,0,0,180,568,0,1.23,1.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beans_dry_great_northern_713_0_moisture,"Frijoles, Dry, Great Northern, 713 (0% Moisture)","Beans, Dry, Great Northern, 713 (0% Moisture)",Legumbres,Legumes and Legume Products,crudo,103.88,23,0,1.32,4.5,4.65,175,3.36,1500,0,0,0,175,476,0,0.959,1.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beans_dry_great_northern_716_0_moisture,"Frijoles, Dry, Great Northern, 716 (0% Moisture)","Beans, Dry, Great Northern, 716 (0% Moisture)",Legumbres,Legumes and Legume Products,crudo,112.66,25.6,0,1.14,4.4,5.19,189,3.91,1570,0,0,0,174,560,0,1.33,1.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beans_dry_great_northern_723_0_moisture,"Frijoles, Dry, Great Northern, 723 (0% Moisture)","Beans, Dry, Great Northern, 723 (0% Moisture)",Legumbres,Legumes and Legume Products,crudo,108.68,24.2,0,1.32,4.2,5.92,186,4.33,1520,0,0,0,166,541,0,1.28,1.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beans_dry_great_northern_726_0_moisture,"Frijoles, Dry, Great Northern, 726 (0% Moisture)","Beans, Dry, Great Northern, 726 (0% Moisture)",Legumbres,Legumes and Legume Products,crudo,125.96,28.7,0,1.24,4.6,6.25,159,3.6,1470,0,0,0,153,565,0,1.55,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beans_dry_great_northern_730_0_moisture,"Frijoles, Dry, Great Northern, 730 (0% Moisture)","Beans, Dry, Great Northern, 730 (0% Moisture)",Legumbres,Legumes and Legume Products,crudo,102.75,23.1,0,1.15,4.2,5.33,147,3.38,1530,0,0,0,220,453,0,1.02,2.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beans_dry_great_northern_741_0_moisture,"Frijoles, Dry, Great Northern, 741 (0% Moisture)","Beans, Dry, Great Northern, 741 (0% Moisture)",Legumbres,Legumes and Legume Products,crudo,104.08,23.5,0,1.12,4.3,5.04,188,3.98,1620,0,0,0,131,529,0,1.1,1.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beans_dry_great_northern_742_0_moisture,"Frijoles, Dry, Great Northern, 742 (0% Moisture)","Beans, Dry, Great Northern, 742 (0% Moisture)",Legumbres,Legumes and Legume Products,crudo,107.74,24.1,0,1.26,4.3,5.74,175,3.86,1610,0,0,0,151,524,0,1.32,2.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beans_dry_great_northern_748_0_moisture,"Frijoles, Dry, Great Northern, 748 (0% Moisture)","Beans, Dry, Great Northern, 748 (0% Moisture)",Legumbres,Legumes and Legume Products,crudo,110.05,24.7,0,1.25,4.4,4.69,161,3.15,1490,0,0,0,235,457,0,0.985,2.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beans_dry_great_northern_762_0_moisture,"Frijoles, Dry, Great Northern, 762 (0% Moisture)","Beans, Dry, Great Northern, 762 (0% Moisture)",Legumbres,Legumes and Legume Products,crudo,115.65,26.1,0,1.25,4.4,5.69,189,4.25,1610,0,0,0,193,557,0,1.13,2.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beans_dry_great_northern_763_0_moisture,"Frijoles, Dry, Great Northern, 763 (0% Moisture)","Beans, Dry, Great Northern, 763 (0% Moisture)",Legumbres,Legumes and Legume Products,crudo,114.63,25.8,0,1.27,4.4,4.26,203,3.95,1600,0,0,0,225,541,0,1.21,1.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beans_dry_great_northern_766_0_moisture,"Frijoles, Dry, Great Northern, 766 (0% Moisture)","Beans, Dry, Great Northern, 766 (0% Moisture)",Legumbres,Legumes and Legume Products,crudo,108.36,24.3,0,1.24,4.2,4.69,174,3.37,1540,0,0,0,166,461,0,1.05,1.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beans_dry_great_northern_768_0_moisture,"Frijoles, Dry, Great Northern, 768 (0% Moisture)","Beans, Dry, Great Northern, 768 (0% Moisture)",Legumbres,Legumes and Legume Products,crudo,111.12,24.9,0,1.28,4.3,4.5,186,3.41,1570,0,0,0,160,480,0,1.02,1.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beans_dry_great_northern_777_0_moisture,"Frijoles, Dry, Great Northern, 777 (0% Moisture)","Beans, Dry, Great Northern, 777 (0% Moisture)",Legumbres,Legumes and Legume Products,crudo,114.4,25.9,0,1.2,4.3,5.1,195,3.97,1560,0,0,0,230,461,0,0.972,2.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beans_dry_great_northern_778_0_moisture,"Frijoles, Dry, Great Northern, 778 (0% Moisture)","Beans, Dry, Great Northern, 778 (0% Moisture)",Legumbres,Legumes and Legume Products,crudo,101.32,22,0,1.48,4.4,5.38,152,3.34,1470,0,0,0,201,523,0,1.03,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beans_dry_great_northern_780_0_moisture,"Frijoles, Dry, Great Northern, 780 (0% Moisture)","Beans, Dry, Great Northern, 780 (0% Moisture)",Legumbres,Legumes and Legume Products,crudo,118.37,26.6,0,1.33,4.5,4.32,167,3.76,1470,0,0,0,214,546,0,0.965,1.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beans_dry_great_northern_788_0_moisture,"Frijoles, Dry, Great Northern, 788 (0% Moisture)","Beans, Dry, Great Northern, 788 (0% Moisture)",Legumbres,Legumes and Legume Products,crudo,101.74,22.6,0,1.26,4,5.02,156,3.23,1540,0,0,0,256,450,0,0.921,2.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beans_dry_great_northern_789_0_moisture,"Frijoles, Dry, Great Northern, 789 (0% Moisture)","Beans, Dry, Great Northern, 789 (0% Moisture)",Legumbres,Legumes and Legume Products,crudo,105.9,24,0,1.1,4.2,5.38,175,3.32,1520,0,0,0,229,464,0,0.976,2.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beans_dry_great_northern_790_0_moisture,"Frijoles, Dry, Great Northern, 790 (0% Moisture)","Beans, Dry, Great Northern, 790 (0% Moisture)",Legumbres,Legumes and Legume Products,crudo,117.64,26.8,0,1.16,4.2,5.16,169,2.98,1490,0,0,0,180,475,0,1.23,1.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beans_dry_great_northern_792_0_moisture,"Frijoles, Dry, Great Northern, 792 (0% Moisture)","Beans, Dry, Great Northern, 792 (0% Moisture)",Legumbres,Legumes and Legume Products,crudo,105.56,23.6,0,1.24,4.5,4.92,153,3.6,1490,0,0,0,210,497,0,1.06,2.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beans_dry_great_northern_800_0_moisture,"Frijoles, Dry, Great Northern, 800 (0% Moisture)","Beans, Dry, Great Northern, 800 (0% Moisture)",Legumbres,Legumes and Legume Products,crudo,112.37,25.1,0,1.33,4.4,5.68,167,3.87,1540,0,0,0,273,547,0,1.02,2.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
